FACTOR	JDP2_NFKB_wo_vs_random	JDP2_NFKB_with_vs_random	JDP2_NFKB_with_vs_wo	JDP2_wo_vs_random	JDP2_FOS_NFKB_with_vs_random	JDP2_FOS_NFKB_wo_vs_random	JDP2_FOS_NFKB_with_vs_wo
UP00234_1_Msx1_3031.2	1.0000e+00	1.0000e+00	9.9140e-01	1.0000e+00	1.0000e+00	1.0000e+00	7.8935e-01
UP00235_1_Hoxc11_3718.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.9244e-01
UP00236_1_Irx2_0900.3	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	4.0907e-01
UP00237_1_Otp_3496.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.3730e-01
UP00238_1_Nkx6-3_3446.1	1.0000e+00	1.0000e+00	9.2528e-01	1.0000e+00	1.0000e+00	1.0000e+00	9.2878e-01
UP00239_1_Obox2_3438.2	1.0000e+00	1.0000e+00	9.3610e-01	1.0000e+00	1.0000e+00	1.0000e+00	4.0907e-01
UP00240_1_Cdx1_2245.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.1256e-01
UP00241_1_Hoxd3_1742.2	1.0000e+00	1.0000e+00	9.1934e-01	1.0000e+00	1.0000e+00	1.0000e+00	6.7211e-01
UP00242_1_Hoxc8_3429.2	1.0000e+00	1.0000e+00	6.0207e-01	1.0000e+00	1.0000e+00	1.0000e+00	7.3659e-01
UP00243_1_Isx_3445.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	5.0730e-01
UP00244_1_Tlx2_3498.2	1.0000e+00	1.0000e+00	7.1754e-01	1.0000e+00	1.0000e+00	1.0000e+00	9.1256e-01
UP00245_1_Hoxc10_2779.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00
UP00246_1_Hoxa11_2218.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.3730e-01
UP00247_1_Pax4_3989.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.9204e-01
UP00248_1_Pax7_3783.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.2878e-01
UP00249_1_Nkx2-5_3436.1	1.0000e+00	1.0000e+00	8.5599e-01	1.0000e+00	1.0000e+00	1.0000e+00	8.7916e-01
UP00250_1_Irx5_2385.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	4.0907e-01
UP00251_1_Esx1_3124.2	1.0000e+00	1.0000e+00	8.3607e-01	1.0000e+00	1.0000e+00	1.0000e+00	6.7211e-01
UP00252_1_Hoxc5_2630.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	7.9996e-01
UP00253_1_Rax_3443.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	8.3342e-01
UP00254_1_Pou2f1_3081.2	1.0000e+00	1.0000e+00	7.9861e-01	1.0000e+00	1.0000e+00	1.0000e+00	9.6125e-01
UP00255_1_Dbx1_3486.1	1.0000e+00	1.0000e+00	3.9745e-01	1.0000e+00	1.0000e+00	1.0000e+00	6.7211e-01
UP00256_1_Lhx6_2272.1	1.0000e+00	1.0000e+00	8.1964e-01	1.0000e+00	1.0000e+00	1.0000e+00	7.6438e-01
UP00257_1_Shox2_2641.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.3730e-01
UP00258_1_Tgif2_3451.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.6653e-01
UP00259_1_Hoxb6_3428.2	1.0000e+00	1.0000e+00	2.4543e-01	1.0000e+00	1.0000e+00	1.0000e+00	8.7916e-01
UP00260_1_Hoxc6_3954.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.3730e-01
UP00261_1_Lhx4_1719.2	1.0000e+00	1.0000e+00	9.2528e-01	1.0000e+00	1.0000e+00	1.0000e+00	5.0730e-01
UP00262_1_Lhx1_2240.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.7395e-01
UP00263_1_Hoxb8_3780.2	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.6653e-01
UP00264_1_Hoxa1_3425.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	6.7211e-01
UP00265_1_Pitx3_3497.2	1.0000e+00	1.0000e+00	7.8664e-01	1.0000e+00	1.0000e+00	1.0000e+00	8.1392e-01
UP00266_1_Prrx1_3442.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	8.6439e-01
UP00267_1_Otx2_3441.1	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.6653e-01
UP00391_1_Hoxa3_primary	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	1.0000e+00	9.6653e-01
UP00406_1_Spdef_primary	2.4714e-48	7.6980e-07	1.0000e+00	5.0680e-53	2.3155e-05	2.0221e-05	5.1582e-01
UP00407_1_Elf3_primary	1.0000e+00	1.0000e+00	6.8558e-01	1.0000e+00	1.0000e+00	1.0000e+00	7.8935e-01
UP00408_1_Gabpa_primary	9.5701e-197	2.4020e-22	1.0000e+00	1.8391e-212	1.0439e-05	2.0628e-28	9.9244e-01
ZBTB46_hand	2.2302e-122	7.5560e-27	3.7847e-01	1.5689e-142	3.3339e-09	2.6987e-19	8.1661e-01
klf4_homer	0.0000e+00	0.0000e+00	9.8754e-02	0.0000e+00	2.7385e-69	5.4419e-138	4.0102e-01
novel_est_irf	1.0000e+00	1.0000e+00	2.2426e-02	1.0000e+00	1.0000e+00	1.0000e+00	2.8689e-01
novel_est_irf_trim0.5	1.0000e+00	1.0000e+00	2.8451e-01	1.0000e+00	1.0000e+00	1.0000e+00	4.0907e-01
novel_irf_est_irf	1.0000e+00	1.0000e+00	3.7578e-02	1.0000e+00	1.0000e+00	1.0000e+00	1.9532e-01
novel_irf_est_irf_trim0.5	1.0000e+00	1.0000e+00	6.5741e-04	1.0000e+00	1.0000e+00	1.0000e+00	1.7451e-01
novel_irf_ets	1.0000e+00	1.0000e+00	1.3286e-01	1.0000e+00	1.0000e+00	1.0000e+00	1.8855e-01
novel_irf_ets_trim0.5	1.0000e+00	1.0000e+00	1.6116e-01	1.0000e+00	1.0000e+00	1.0000e+00	4.0550e-01
novel_pu1	1.0000e+00	2.1507e-01	1.5895e-02	1.0000e+00	1.7370e-03	1.0000e+00	1.8417e-01
novel_pu1_trim0.5	9.5892e-16	4.0134e-12	2.5948e-03	6.2233e-23	4.3169e-09	5.0167e-06	1.8855e-01
